customerid,age,gender,citytier,annualincome,occupation,creditscore,avgmonthlyspend,savingsrate,investmentamountlastyear,pastinvestments,riskflags
6937,37,M,3,2834175,Self-employed,646,10000,0.2201891084346981,1592,MF,1
6938,49,M,3,1244256,Business,729,22494,0.5,320821,MF,0
6939,42,F,2,1824649,Salaried,603,10000,0.26458326604944876,120285,MF_Stocks,4
6940,37,M,3,3394003,Self-employed,574,10000,0.24168931215261732,529703,MF,4
6941,51,F,1,2164103,Self-employed,818,46493,0.15136943549436188,385974,None,2
6942,53,M,1,1504692,Self-employed,581,11544,0.348071680040981,263477,MF_Stocks,1
6943,46,M,1,1722211,Business,570,10000,0.31638617182914297,440703,MF,1
6944,29,M,3,6000000,Salaried,710,122220,0.3847149918131917,341490,Insurance,2
6945,43,M,1,2030453,Business,672,10000,0.2854694028712536,706211,MF_Stocks,1
6946,49,M,1,1071184,Business,681,14781,0.08320798286397484,67110,Stocks,1
6947,32,F,2,1341384,Salaried,850,10000,0.2771606575769926,754892,Stocks,1
6948,35,F,1,604324,Salaried,600,10000,0.13115867294405484,11899,Stocks,2
6949,54,M,1,5520129,Self-employed,749,65162,0.21264790131675534,106646,Insurance,0
6950,28,M,1,2772727,Salaried,708,16978,0.5,63854,MF_Stocks,1
6951,49,F,1,1360412,Self-employed,800,10000,0.1273336409067802,372417,MF,2
6952,41,M,2,5562035,Salaried,621,12454,0.2801265258646275,153976,Stocks,1
6953,40,F,2,2180251,Salaried,677,10000,0.1598317999558366,115411,Stocks,1
6954,28,F,1,817913,Business,711,10000,0.47599768833255685,80859,Insurance,2
6955,51,F,1,2267947,Business,556,28895,0.1468639640446972,612957,MF_Stocks,1
6956,38,M,3,2245501,Salaried,519,10000,0.4231486910645091,544902,MF_Stocks,2
6957,43,M,2,2521779,Self-employed,697,10000,0.39213631105988017,1331840,MF,1
6958,46,M,2,685615,Salaried,833,10000,0.23940056366701273,26204,MF_Stocks,0
6959,47,F,2,965585,Salaried,664,10000,0.08338379051697935,43838,None,1
6960,58,F,1,3407141,Salaried,678,10000,0.3333608063373479,228742,MF,2
6961,42,F,3,5005946,Salaried,815,10000,0.19195193384958323,453252,Insurance,3
6962,39,F,2,3460937,Salaried,685,10000,0.3088603614190012,1072012,MF_Stocks,2
6963,58,F,1,5280281,Business,777,14334,0.12598357283217992,961493,MF,4
6964,45,F,2,2188540,Self-employed,850,47261,0.22731415111352965,418944,MF_Stocks,2
6965,37,F,2,1976826,Salaried,642,10000,0.37768729785962313,168389,None,1
6966,32,F,1,638247,Self-employed,682,19485,0.5,215819,Insurance,1
6967,52,M,3,1358421,Business,739,10000,0.07946414562320966,210868,MF_Stocks,2
6968,38,M,3,536218,Salaried,849,10000,0.05399973897863591,84877,MF_Stocks,0
6969,46,F,1,1039447,Salaried,688,10000,0.27547329077045707,71281,Stocks,2
6970,41,M,2,437077,Business,772,10000,0.38075198969873536,37266,None,2
6971,34,M,3,3295902,Self-employed,734,10000,0.2737823172166918,627082,Insurance,2
6972,44,F,1,1563160,Business,692,14391,0.4126559695203353,24795,Stocks,4
6973,30,F,2,409154,Salaried,657,10000,0.15288468847948966,287776,MF_Stocks,3
6974,39,F,2,1321217,Business,639,10000,0.2744915829164037,259340,MF_Stocks,3
6975,43,M,2,4967138,Self-employed,850,66743,0.17277442926202627,1256771,None,2
6976,40,F,3,1660173,Self-employed,545,10000,0.2127149398787183,11643,Stocks,2
6977,48,M,3,1032609,Salaried,555,10000,0.07087532026109387,11092,MF_Stocks,2
6978,51,F,3,655412,Salaried,724,10000,0.38217312918788787,536647,None,1
6979,49,M,2,555399,Salaried,720,10000,0.15364523463539953,23787,Insurance,1
6980,29,F,3,2298925,Salaried,742,32636,0.3176802748791441,101163,Stocks,2
6981,34,F,1,868175,Salaried,612,10000,0.4098847687812021,466087,MF,1
6982,42,M,1,984950,Self-employed,597,10000,0.19527898417208256,392086,None,1
6983,57,F,1,1069177,Salaried,671,26137,0.4029565522867794,284311,MF,2
6984,52,F,2,1494861,Salaried,790,26790,0.21740842883660752,450285,Stocks,3
6985,52,M,1,635825,Salaried,598,14911,0.14073935143185673,3538,Insurance,1
6986,37,M,3,2123480,Salaried,715,10000,0.4729571693413611,610376,MF_Stocks,0
6987,40,M,2,635321,Salaried,648,10000,0.06058866918487698,41166,MF,2
6988,41,M,1,765429,Salaried,547,10000,0.1893572412747017,49182,Insurance,1
6989,33,F,3,3139558,Self-employed,571,10000,0.22075522955341556,447675,MF_Stocks,0
6990,29,F,3,2089274,Self-employed,791,10000,0.19723288008671028,286121,Stocks,0
6991,58,M,2,2554973,Salaried,639,10000,0.17497431881510211,482251,Stocks,5
6992,35,M,1,4133317,Business,824,10000,0.5,1347197,Stocks,0
6993,35,M,3,1673271,Salaried,696,10000,0.5,959698,MF,0
6994,31,M,3,1711386,Business,563,10000,0.5,257108,Stocks,3
6995,56,M,2,1425804,Business,747,10000,0.5,322333,Insurance,3
6996,44,M,2,1177637,Salaried,619,10000,0.5,200767,MF,2
6997,46,M,2,850154,Salaried,662,10000,0.5,525,MF,4
6998,55,F,3,2059313,Salaried,813,10000,0.21568130354806367,901159,MF,4
6999,38,F,1,1449121,Salaried,571,10000,0.3071282337667025,482213,Stocks,1
7000,45,M,1,1598599,Self-employed,655,10000,0.1419433779229078,1282015,Stocks,1
7001,29,F,3,1732754,Salaried,591,15764,0.32634023505034093,201786,MF,1
7002,34,F,1,1963375,Salaried,580,36729,0.3388099242702167,842059,MF,2
7003,51,F,3,1947357,Salaried,652,20114,0.5,633234,MF_Stocks,2
7004,49,M,2,1245750,Salaried,614,10000,0.2013413299373855,38664,MF_Stocks,1
7005,38,F,2,842563,Salaried,672,10000,0.4088879850053755,740079,Stocks,4
7006,39,F,1,466756,Salaried,763,10000,0.23980106813821328,19408,Stocks,1
7007,42,M,3,4353556,Self-employed,624,10000,0.24207513439420417,1931607,Insurance,0
7008,28,M,3,1088637,Salaried,553,10000,0.05,174689,MF,1
7009,35,F,3,995184,Self-employed,764,10000,0.24834234120290444,228378,MF_Stocks,2
7010,34,F,2,1108971,Self-employed,624,10000,0.2005834353000885,201092,MF_Stocks,1
7011,35,F,1,962533,Salaried,850,10000,0.22087372811330963,16705,Insurance,3
7012,50,F,2,4286318,Salaried,659,10000,0.3224739652996,2000000,None,2
7013,36,F,2,1188453,Salaried,686,16561,0.12736661004455802,613748,None,2
7014,34,M,2,6000000,Business,469,18943,0.16948973090102595,1324872,MF_Stocks,2
7015,42,M,3,1883181,Salaried,583,40976,0.2560073699742416,317257,Stocks,2
7016,53,F,2,5625173,Salaried,472,10000,0.05,568841,Insurance,2
7017,35,M,3,2965158,Self-employed,729,28083,0.5,142419,MF,1
7018,30,M,3,2084242,Self-employed,691,37172,0.1609881659946061,795039,MF,0
7019,38,F,1,3018129,Business,763,10000,0.22518892038838603,548727,MF,5
7020,48,F,3,3685659,Salaried,780,10000,0.25710268004928294,1045512,None,0
7021,43,M,2,2232357,Salaried,796,15892,0.17728940271016103,195181,MF,2
7022,51,M,3,6000000,Self-employed,677,115754,0.5,2000000,Insurance,4
7023,59,M,1,1042628,Salaried,708,10000,0.5,996459,Insurance,0
7024,50,M,2,882825,Salaried,757,10000,0.3643315595701144,238745,MF,0
7025,44,F,1,825250,Self-employed,620,10000,0.5,397363,None,4
7026,41,M,3,5154736,Self-employed,606,105555,0.210552504177229,343957,MF,2
7027,29,F,3,3981067,Self-employed,850,10000,0.5,2000000,Insurance,3
7028,61,F,1,1042282,Salaried,519,10000,0.4069576658746,67172,Insurance,1
7029,39,F,3,433120,Business,750,10000,0.45982163631047773,28092,MF_Stocks,0
7030,33,M,2,1249276,Salaried,734,29392,0.27125462967372616,790727,MF,3
7031,46,M,3,1011239,Salaried,587,10000,0.14644560684433022,84889,MF_Stocks,0
7032,36,M,1,854083,Self-employed,633,10000,0.3751127097134118,96593,Insurance,2
7033,44,M,2,816207,Business,664,10000,0.213419462005812,391649,Insurance,0
7034,44,F,2,584987,Salaried,721,10000,0.5,284960,MF_Stocks,0
7035,40,M,1,3694255,Salaried,735,10000,0.2529599352200398,80507,Stocks,2
7036,52,F,2,1078937,Salaried,696,12552,0.33161256420479285,103959,MF_Stocks,1
7037,36,M,2,3377519,Salaried,718,10000,0.2719416890138255,233051,MF_Stocks,1
7038,40,M,1,1045017,Self-employed,765,10000,0.4996930422044219,596874,MF_Stocks,0
7039,43,F,2,773962,Salaried,761,10827,0.5,67973,Stocks,0
7040,46,F,3,2520800,Business,850,10000,0.3994838726283251,170923,MF,0
7041,50,M,1,1032346,Salaried,804,10000,0.1493170174559183,89886,MF,1
7042,39,M,1,1044122,Salaried,701,10000,0.5,544515,Insurance,0
7043,45,M,2,1688359,Salaried,764,10000,0.40802513267355406,89233,Stocks,2
7044,33,F,2,868266,Salaried,742,21756,0.5,44280,Stocks,0
7045,57,M,3,748724,Salaried,716,10000,0.38770574894221804,340509,MF_Stocks,2
7046,39,F,3,1725108,Salaried,613,10000,0.0941736676126834,81366,MF,2
7047,48,F,1,2287656,Salaried,716,10000,0.47767805308327466,399559,Insurance,4
7048,28,F,2,790361,Self-employed,493,21905,0.5,130511,MF_Stocks,2
7049,34,M,3,1889812,Salaried,807,23770,0.13870561885851337,5208,Insurance,3
7050,41,M,3,4445340,Salaried,735,88196,0.24349753726930382,1041712,None,3
7051,53,F,2,1551428,Salaried,684,10000,0.3248761359223703,432097,Insurance,0
7052,42,M,1,1280293,Salaried,657,10000,0.4027837081747912,72289,MF_Stocks,1
7053,56,M,2,1727121,Self-employed,765,10000,0.5,371997,None,1
7054,41,M,1,799939,Self-employed,850,10000,0.08737929964117594,31109,Insurance,3
7055,41,M,3,992567,Salaried,737,10000,0.36277391170877304,335013,Stocks,0
7056,32,M,1,609776,Salaried,850,10000,0.46404264501861725,116958,MF_Stocks,0
7057,50,M,1,1628042,Salaried,778,10000,0.3123220602652827,215402,MF_Stocks,2
7058,35,F,2,2262571,Salaried,619,10000,0.3358197577485191,1842627,Insurance,2
7059,55,F,2,2690317,Salaried,748,10000,0.22645372703800445,2000000,MF,1
7060,55,M,2,1322447,Salaried,739,10000,0.48714764571814984,12829,MF_Stocks,0
7061,57,M,2,3241343,Self-employed,619,10000,0.5,287304,Stocks,2
7062,42,F,3,2179645,Salaried,659,10000,0.12514653769052891,149694,None,0
7063,46,F,2,1626551,Business,657,10000,0.29647436162237645,1244738,MF,1
7064,49,M,2,300000,Salaried,710,10000,0.08522627134938572,15248,MF_Stocks,0
7065,32,F,2,858712,Business,671,10000,0.4019893808367623,12081,Insurance,2
7066,44,F,2,616868,Salaried,726,10000,0.3881397767001959,34785,MF_Stocks,4
7067,29,M,2,1993997,Salaried,743,10000,0.4341322847453466,695689,MF,2
7068,41,F,2,1591205,Salaried,826,15064,0.5,287054,Stocks,1
7069,33,F,3,899778,Salaried,754,10000,0.2634719083845051,769260,None,2
7070,33,F,2,1696706,Salaried,629,10000,0.3157272255982362,708356,MF_Stocks,3
7071,38,M,3,752501,Salaried,850,10000,0.24856343368303532,41309,MF_Stocks,1
7072,40,F,2,797512,Salaried,630,22662,0.1310399590128044,94559,MF,0
7073,45,F,2,1010738,Salaried,661,10000,0.25909285599338283,426405,None,0
7074,30,M,2,1908123,Salaried,759,17332,0.4186799649290133,635228,None,3
7075,42,F,1,2815381,Salaried,850,10000,0.3980218851154906,282263,MF_Stocks,1
7076,33,M,2,994481,Self-employed,740,10000,0.3755611479620634,221552,MF,0
7077,43,M,2,3372741,Salaried,635,24811,0.5,740611,Stocks,2
7078,45,M,1,1285449,Business,536,10000,0.09584992769577069,677670,None,1
7079,43,F,2,1757572,Salaried,529,10000,0.4789166970973591,9345,MF,2
7080,48,F,2,1521940,Self-employed,701,10000,0.11626126717381509,114012,None,1
7081,37,M,3,1560498,Salaried,754,19942,0.34422831555301153,484529,MF,0
7082,49,F,3,2461144,Salaried,558,10000,0.29376641249356455,641619,None,1
7083,40,M,1,1860879,Salaried,722,23611,0.3003225638488969,194339,Stocks,1
7084,41,F,2,884003,Business,568,10000,0.39559757530221407,433091,Insurance,2
7085,45,F,1,1115257,Business,607,10000,0.46607872027866104,370283,MF,3
7086,28,F,1,2883701,Self-employed,763,10000,0.4157365522254084,658790,Insurance,2
7087,46,F,3,2065657,Self-employed,625,10000,0.2985010119953286,145443,MF_Stocks,1
7088,45,M,1,1483912,Self-employed,831,11467,0.10404467054226021,131183,Stocks,0
7089,37,M,1,2336582,Salaried,641,21971,0.31997700252096906,606799,MF_Stocks,1
7090,31,F,3,1250671,Self-employed,810,10000,0.06456705643575494,1047944,Stocks,3
7091,31,M,3,1655414,Salaried,850,10000,0.21059470389375767,794674,Insurance,1
7092,56,F,3,3214714,Self-employed,625,28088,0.3013685917290578,188426,MF_Stocks,1
7093,47,F,3,3929384,Salaried,850,128421,0.23848175906535882,1353416,MF_Stocks,3
7094,32,M,3,411454,Salaried,701,10000,0.1858405607445356,284007,Insurance,1
7095,38,F,1,752711,Salaried,636,10000,0.4105913995624057,19490,MF,4
7096,44,F,2,844120,Salaried,670,10000,0.36498184057942695,240385,MF_Stocks,4
7097,52,F,2,1509657,Self-employed,659,11586,0.10828010035575207,33438,None,0
7098,29,M,2,786858,Salaried,840,10000,0.5,926,Stocks,2
7099,35,M,3,2583218,Business,831,10000,0.05,2000000,MF_Stocks,0
7100,54,M,2,1828126,Salaried,830,35184,0.45730759329599413,107374,Insurance,1
7101,28,F,1,1805836,Self-employed,570,10000,0.2179370594682824,725342,MF_Stocks,1
7102,34,F,1,1995245,Self-employed,718,12899,0.16701122705749744,407405,MF_Stocks,3
7103,59,F,1,2113260,Salaried,545,10000,0.23129244682077374,525076,MF_Stocks,0
7104,44,M,3,1500112,Self-employed,801,29764,0.23653459556909168,61612,MF,0
7105,36,M,2,1540500,Salaried,651,10000,0.45258278419915676,544854,None,1
7106,30,F,2,1046565,Salaried,750,21003,0.4281603572033663,108079,Stocks,2
7107,29,F,2,603539,Salaried,649,10000,0.08268217350220709,139476,None,0
7108,35,F,2,2544798,Self-employed,524,10000,0.2730798223428831,323667,None,2
7109,54,F,3,1851070,Salaried,788,10000,0.5,91449,Stocks,2
7110,39,F,2,601039,Salaried,796,10000,0.31929584065088484,21906,None,0
7111,48,F,3,2594208,Salaried,713,10000,0.42805192004476084,323617,Insurance,2
7112,56,F,3,1721614,Salaried,488,10000,0.19346253578883404,3196,MF,1
7113,39,M,3,516938,Self-employed,775,10000,0.10788131205389274,429251,None,2
7114,34,F,2,624826,Salaried,626,10000,0.4898481278235458,52758,Stocks,2
7115,42,F,3,1190504,Salaried,751,19042,0.1913286975423106,334988,Stocks,1
7116,55,M,2,1883095,Salaried,650,10000,0.2870845770506746,399779,None,3
7117,50,M,3,3051881,Salaried,661,10000,0.23000699168530522,1001305,Stocks,0
7118,30,M,3,2638061,Self-employed,749,10000,0.2229676318187883,1163441,Insurance,2
7119,47,M,3,2682795,Salaried,617,60345,0.4551471898729184,1401986,MF,1
7120,43,M,3,1786539,Business,683,10000,0.12292460107569105,495801,Insurance,1
7121,55,M,2,4664352,Salaried,750,44042,0.08908026087192614,572685,Stocks,0
7122,32,M,1,1680040,Salaried,850,33091,0.5,286066,Stocks,3
7123,42,M,2,1730052,Self-employed,692,54965,0.13875492594180436,197626,MF_Stocks,1
7124,54,F,3,2735066,Self-employed,783,23350,0.22444010694367975,2000000,Insurance,0
7125,39,M,1,930545,Business,582,10000,0.316659024078501,89854,None,2
7126,41,F,2,1452267,Salaried,850,10000,0.47200814428100535,111651,None,4
7127,30,M,2,395686,Salaried,619,10000,0.40011175429141116,78688,Insurance,0
7128,36,M,2,1147392,Business,686,22312,0.1539634089344666,28741,Stocks,1
7129,37,M,3,5049687,Salaried,751,130605,0.44355300486096094,2000000,Insurance,0
7130,57,F,2,1838643,Salaried,622,10000,0.31098990086255557,1956657,None,1
7131,36,F,3,1860876,Salaried,808,10000,0.5,199264,MF,4
7132,41,M,2,2736376,Salaried,633,10000,0.1589076572515627,84250,Stocks,1
7133,46,F,3,2302120,Salaried,783,10000,0.2985698761318018,187045,Stocks,0
7134,33,M,1,695648,Business,806,10000,0.49720164160312835,94391,Insurance,1
7135,41,F,1,1221869,Salaried,757,10000,0.1706862725394417,557244,MF,1
7136,48,F,3,951210,Self-employed,770,10000,0.22779154701019888,816303,Stocks,3
7137,53,F,2,1827962,Salaried,850,10000,0.2923528649630904,581247,Insurance,0
7138,45,F,2,936284,Salaried,741,10000,0.10693691396631679,630870,Insurance,2
7139,46,F,2,2720984,Salaried,710,10000,0.2450039442066321,135788,MF_Stocks,2
7140,32,F,2,1032497,Salaried,733,10000,0.1955774152692374,683074,Stocks,0
7141,57,F,2,1025500,Salaried,827,10000,0.05,221666,Stocks,2
7142,32,F,1,1031687,Self-employed,850,12029,0.304659932646001,153719,None,2
7143,49,F,2,1982888,Self-employed,683,10000,0.1367370094767542,299840,None,2
7144,36,F,2,701272,Salaried,608,10000,0.29110231964237,535846,Stocks,1
7145,57,F,2,1230281,Salaried,816,10000,0.4052241922129251,139883,MF_Stocks,0
7146,48,F,2,1684327,Salaried,563,10000,0.41159603773736786,71143,Stocks,0
7147,49,F,3,4220981,Salaried,725,10000,0.08968389949649604,945752,MF_Stocks,3
7148,34,M,2,312461,Self-employed,730,10000,0.5,9185,Stocks,3
7149,40,M,3,2589382,Salaried,689,10000,0.21428694163117967,806597,Stocks,1
7150,45,M,2,1229582,Salaried,695,10000,0.5,234,MF_Stocks,1
7151,49,M,2,1183591,Business,534,10000,0.5,155346,MF,0
7152,31,M,1,726172,Salaried,613,19159,0.261537963139451,291988,Stocks,1
7153,59,O,1,1130255,Salaried,793,10000,0.24007128273875336,148625,Insurance,0
7154,54,F,2,2392492,Salaried,495,39537,0.36132145885183714,867844,MF,2
7155,36,F,2,1048613,Salaried,691,10000,0.27268364720611893,318859,MF,0
7156,51,M,3,5175658,Business,668,10000,0.3743360716873249,1433586,Insurance,3
7157,42,F,2,2201653,Salaried,500,10000,0.15573526332166798,294108,Stocks,0
7158,41,F,3,2028578,Salaried,850,41325,0.20039698621099328,1270951,Insurance,3
7159,37,F,3,1590041,Salaried,596,10000,0.38007670670521787,177457,Insurance,0
7160,44,M,1,2528390,Salaried,754,10000,0.43789854875884554,303743,Stocks,3
7161,48,M,2,3525001,Salaried,653,109170,0.12085299778767263,1053682,Insurance,1
7162,39,F,2,737597,Business,615,10000,0.06639289089999012,252986,MF_Stocks,0
7163,45,F,2,1015798,Salaried,676,31529,0.36660949858643727,95947,Stocks,3
7164,47,F,1,1861152,Self-employed,664,10000,0.20002493540541091,740144,MF,4
7165,47,F,3,3277726,Salaried,681,10000,0.5,1436964,MF,0
7166,29,F,3,1392206,Salaried,621,10000,0.34472226359056496,16181,Stocks,3
7167,53,F,3,1239827,Self-employed,598,10000,0.29783387443356607,196561,Stocks,2
7168,41,F,2,1575605,Business,800,10000,0.283354245034855,424480,MF_Stocks,1
7169,36,F,2,3509792,Salaried,700,10000,0.24526550968688673,253088,None,1
7170,35,M,2,1471672,Salaried,693,10000,0.28222942889196695,399271,MF_Stocks,1
7171,41,M,2,704059,Salaried,610,10000,0.4793897673063293,34288,None,1
7172,54,M,2,1760495,Salaried,850,10000,0.27323359226624794,4579,MF_Stocks,2
7173,39,M,1,1890962,Salaried,691,12489,0.5,411099,MF_Stocks,2
7174,48,M,3,1768771,Self-employed,510,10000,0.23711402266654502,30549,MF_Stocks,0
7175,31,M,3,3594222,Salaried,727,23828,0.22558194389562486,540187,None,3
7176,41,F,2,2526870,Salaried,623,26787,0.05,359652,None,2
7177,62,M,3,1962264,Salaried,791,10000,0.2623117576715139,1490635,MF_Stocks,3
7178,49,M,1,1328096,Salaried,803,10000,0.16803007356704025,42712,MF,1
7179,34,F,1,373031,Salaried,792,10000,0.133943559250256,64742,MF_Stocks,1
7180,42,F,3,3746717,Self-employed,653,10000,0.28141046137399583,1442305,None,3
7181,35,F,3,1423135,Salaried,688,10000,0.5,39751,None,3
7182,39,F,2,1164739,Self-employed,724,20611,0.5,298560,MF_Stocks,1
7183,49,M,1,930482,Salaried,789,10000,0.31497345598406845,743924,Stocks,2
7184,49,M,3,2486969,Business,596,12822,0.3101579178210976,9319,MF_Stocks,2
7185,35,M,1,577891,Self-employed,709,10000,0.41308342957519856,91135,None,3
7186,56,M,2,925727,Salaried,850,10000,0.2338966656102776,446792,MF_Stocks,3
7187,44,M,1,1199800,Salaried,646,31591,0.3451124476788266,60577,None,1
7188,39,O,3,1221578,Self-employed,697,27447,0.1735248084867394,291049,MF,0
7189,42,M,2,1851560,Salaried,850,10000,0.3570216047784827,385649,MF_Stocks,0
7190,44,M,3,1287987,Salaried,675,10000,0.06023341768620712,376009,Stocks,1
7191,43,M,1,3195089,Salaried,546,10000,0.3933182827500951,1042158,MF_Stocks,2
7192,41,F,2,2278566,Self-employed,694,10000,0.13031271033858896,518346,Insurance,1
7193,42,M,3,2727200,Salaried,850,33355,0.21908366535889257,1001180,MF,2
7194,33,M,1,775693,Salaried,805,10000,0.23757464309398357,50517,Insurance,2
7195,51,M,2,6000000,Business,602,20887,0.26239046839413094,2000000,MF_Stocks,0
7196,43,M,2,1172155,Salaried,741,38695,0.3881424593805181,712540,MF_Stocks,0
7197,32,M,3,1108205,Self-employed,682,10000,0.11429714859120667,71640,Insurance,1
7198,49,M,1,1977643,Self-employed,781,52027,0.12819710344714058,2000000,MF_Stocks,1
7199,57,M,2,1891064,Salaried,638,10000,0.35507754298348404,728263,Stocks,1
7200,58,F,2,1036243,Self-employed,749,10000,0.5,27351,Insurance,0
7201,38,F,2,5487071,Salaried,850,81759,0.19322662066424423,670646,Stocks,3
7202,32,F,1,1982293,Self-employed,438,39567,0.20065173244628232,3728,None,0
7203,42,M,3,1816928,Self-employed,759,10000,0.2766264750505402,273422,MF_Stocks,4
7204,31,M,2,5875434,Salaried,831,10000,0.5,1710518,Insurance,0
7205,57,M,1,2250619,Salaried,544,10000,0.5,253766,MF,3
7206,34,M,2,1414555,Self-employed,627,29584,0.4253582649309275,61458,MF,2
7207,35,M,3,6000000,Salaried,660,10000,0.10091351951099863,2000000,None,3
7208,39,M,1,1755630,Self-employed,626,42978,0.2819908664749865,72739,Insurance,1
7209,39,F,2,2141740,Salaried,619,27398,0.21287416888992866,1928162,None,2
7210,50,F,3,1508532,Self-employed,662,10000,0.06926022789252421,417689,Insurance,0
7211,40,F,1,1229373,Salaried,785,10000,0.24866938658477197,45427,Stocks,2
7212,33,M,1,871589,Self-employed,848,27219,0.45957028787087767,401065,Insurance,1
7213,36,F,2,3432820,Salaried,830,12144,0.14709064297311017,1803508,MF,2
7214,42,M,3,690109,Salaried,799,10000,0.45018571614951247,27889,Insurance,5
7215,32,F,1,2505321,Self-employed,850,10000,0.4447001571230255,546675,Insurance,0
7216,44,M,3,1083946,Salaried,850,24092,0.5,585135,Stocks,0
7217,43,M,2,1473289,Business,716,10000,0.05,545460,None,4
7218,47,F,2,1315265,Self-employed,843,35588,0.44987841598126993,76088,Stocks,0
7219,57,F,2,1231103,Business,742,15191,0.19383455255893114,31359,None,1
7220,55,M,3,2961820,Salaried,678,81697,0.4059397072195173,645318,Insurance,0
7221,57,M,1,1379366,Salaried,695,12666,0.4449750452359287,226651,None,2
7222,35,M,2,961904,Salaried,801,10000,0.11904457014629961,835006,Insurance,0
7223,32,F,2,1538060,Salaried,846,29494,0.36982750711463375,216783,Insurance,0
7224,37,F,1,763895,Salaried,758,10000,0.5,29659,MF_Stocks,2
7225,54,F,1,977765,Self-employed,660,27095,0.5,116627,MF_Stocks,2
7226,60,M,1,577151,Self-employed,651,10000,0.26561230553800397,7152,MF,0
7227,53,F,2,1249632,Salaried,514,10000,0.5,199529,Insurance,1
7228,31,F,1,1469953,Self-employed,736,10000,0.17609606258271815,1660924,MF_Stocks,1
7229,58,M,3,2036446,Salaried,729,10000,0.28586344358834453,607764,Stocks,1
7230,40,M,3,5319395,Salaried,595,47658,0.5,641580,Insurance,1
7231,28,F,1,5079435,Salaried,747,10000,0.1683888145770869,2000000,MF,1
7232,40,F,2,1129154,Salaried,745,10000,0.1525577371583843,99906,Stocks,1
7233,29,F,1,649226,Self-employed,551,18684,0.3372447646137723,115430,Insurance,1
7234,43,F,1,2416893,Self-employed,667,37960,0.2027317346687495,1040415,MF,4
7235,38,F,2,1796807,Salaried,840,10000,0.39475673636932723,536644,Stocks,2
7236,41,F,2,2971291,Self-employed,636,21472,0.14129715018745692,38822,MF_Stocks,2
7237,44,M,3,2331035,Salaried,701,10000,0.16436066174782415,1288569,Stocks,0
7238,53,M,2,1457059,Self-employed,716,10000,0.17621671324134916,359170,None,1
7239,46,F,2,1392089,Self-employed,697,10000,0.14944179165367685,1529212,Insurance,2
7240,40,F,1,1547317,Self-employed,768,10000,0.4218596580235532,917431,Insurance,0
7241,51,M,1,1159901,Salaried,793,10000,0.449165088680412,180923,MF,1
7242,55,M,3,4069965,Salaried,826,12978,0.3186718807750767,1475891,MF,1
7243,32,M,1,505348,Salaried,668,10000,0.29185864646008974,176916,MF_Stocks,2
7244,42,M,3,3755533,Salaried,752,10000,0.39469866205037624,36341,MF_Stocks,0
7245,36,M,1,373287,Salaried,783,12403,0.1959610186448538,69592,Stocks,0
7246,29,F,2,1493255,Salaried,688,25346,0.17099065622931015,212568,Stocks,2
7247,46,M,3,1522737,Self-employed,628,10000,0.5,107028,None,0
7248,53,F,1,539045,Salaried,714,10000,0.2778186532361854,7460,Insurance,1
7249,33,F,2,410680,Business,639,10000,0.28810771687935544,98775,Stocks,2
7250,51,F,3,990349,Salaried,629,10000,0.09811713574853348,136199,None,2
7251,52,M,1,1364621,Business,722,10000,0.08051160372856571,7663,Stocks,1
7252,55,F,2,1156385,Business,681,10000,0.08893080575963838,1172176,Stocks,2
7253,36,M,1,615122,Salaried,717,10000,0.30645693231827675,825644,MF_Stocks,1
7254,55,M,1,3064245,Business,544,10000,0.2809723815950214,1909597,MF_Stocks,0
7255,37,F,1,553782,Business,682,10000,0.1466974653806196,51198,MF,2
7256,43,F,3,2741124,Salaried,473,10000,0.18624914562523154,793079,Insurance,1
7257,29,M,1,627896,Business,595,10000,0.22974167458903305,253733,MF_Stocks,2
7258,29,F,1,545710,Salaried,691,10000,0.1930507667603153,23286,Insurance,3
7259,48,F,2,1100721,Salaried,821,21464,0.3516170732937975,182219,MF,1
7260,40,F,2,2163981,Salaried,753,10000,0.5,724015,None,1
7261,35,F,2,630589,Salaried,709,10000,0.1767050012737804,55818,MF,3
7262,34,M,1,1338347,Salaried,662,10000,0.30321998178528003,34469,MF,1
7263,46,F,3,1043603,Business,674,10000,0.31729069179241254,208492,None,2
7264,28,M,2,849785,Business,830,10000,0.3806860535449288,112398,Insurance,0
7265,50,F,2,2039501,Self-employed,589,10000,0.5,306204,MF,1
7266,30,M,1,3984875,Salaried,627,99734,0.07058758178225613,1751797,None,2
7267,34,M,2,824767,Business,806,15748,0.31014825639757665,107368,MF,2
7268,39,F,3,2740061,Salaried,665,45024,0.08418080640123415,600272,MF_Stocks,3
7269,41,M,2,1245883,Business,850,32313,0.16542698839877548,656897,MF,1
7270,38,M,1,880806,Salaried,769,10000,0.24483099679706977,227938,MF,1
7271,37,M,1,2205940,Business,815,10000,0.3136281554614492,726131,Insurance,2
7272,59,F,2,1027475,Self-employed,537,10000,0.18711604784121402,265055,MF,2
7273,45,M,3,923693,Business,805,15528,0.11973890042368036,111938,MF,5
7274,28,M,1,1396005,Business,615,10000,0.06498204204474818,41101,Insurance,0
7275,40,M,2,3884018,Business,771,10000,0.34212437480781194,472478,None,1
7276,53,M,1,2099826,Self-employed,663,26981,0.4628260364933473,489738,Stocks,0
7277,37,M,2,626900,Self-employed,722,10000,0.1413398798612385,4572,Insurance,3
